,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,1.0,-0.007437927509127081,-0.0031969842691595587,-0.0037173123123178387,-0.004750646514154495,-0.006167487329665225,-0.002925678372687767,-0.006033997953002524,0.8134073834026081,-0.00506485928818124,-0.004550076088873468,-0.0045585874652780654,0.00225870134707401,-0.004665595845298791,0.001444704819047049,0.0028312669388092402,0.5869933643729893,-0.009098027561088538,-0.006512938186506631,-0.0057792961430627975,-0.004785435687116294,0.7949619314941971,-0.00765609182118393,-0.008574143102503082
2,-0.007437927509127081,1.0,-0.0065321751536799874,-0.0003597085942208494,-0.003051622229242575,0.47646263902789054,0.022849006387108045,0.05833448416943669,-0.007241329221675955,0.053533440780593,-0.006061182658227259,-0.007493277986721636,0.02132352825082298,0.002861282469772777,0.02045438081474999,0.023391109182738526,-0.006966847339537199,0.05527172120348117,0.06414415216632373,-0.0025440195188461082,-0.0032330771611428087,-0.005983107451101311,0.8246789813952028,0.6796407967112651
3,-0.0031969842691595587,-0.0065321751536799874,1.0,-0.0028826556401260507,-0.0036839691460260624,-0.007567626885803298,-0.004409156840055372,0.016188630285219326,-0.003910488674242483,0.008781730573432863,0.40386272912101334,-0.0035350240326596644,-0.00482322641711953,0.2731953734826403,-0.0050780798762275915,-0.005967793510997144,-0.003286613760648009,0.001853263945654679,0.010834985040957435,-0.004481634511453433,0.3270804274699082,-0.002230855185145365,-0.0058416226953367165,-0.005759427168740673
4,-0.0037173123123178387,-0.0003597085942208494,-0.0028826556401260507,1.0,0.4375461245292259,-0.003049246714143697,-0.006257564816133717,-0.0064551515366472936,-0.0032468611580143748,-0.005307716190912007,-0.0029296448023903277,0.2673021743046013,-0.0063551176352431606,-0.0019265613204167667,-0.0064998658210410655,-0.005821915377350417,-0.0027288821284199307,-0.005299651852010154,-0.0064599312232475736,0.5080715867631661,-0.0019481116288412902,-0.0032475764101676415,-0.00011787697227645601,-0.0008195479887619262
5,-0.004750646514154495,-0.003051622229242575,-0.0036839691460260624,0.4375461245292259,1.0,-0.0056329550653635325,-0.007996995576258187,-0.0028989041590703193,-0.004149419758263725,0.0007137619227441109,-0.003744020343455132,0.6273386978498456,-0.0072980418141482695,-0.0038390817703974917,-0.007521118568120728,-0.0066905763567536025,-0.003487443086633058,0.0007368277198112594,-0.00204688386899847,0.6843132416290634,-0.003937675804323307,-0.004150336731911062,-0.0027665786397261046,-0.0035450410695705425
6,-0.006167487329665225,0.47646263902789054,-0.007567626885803298,-0.003049246714143697,-0.0056329550653635325,1.0,0.023118456064796157,0.045968215363556005,-0.00435637238918805,0.024690456543086128,-0.004172495208803998,-0.0077053292554850675,0.02339581318088771,-0.0010798668793572516,0.022445178751958925,0.023807994696532307,-0.007164015490608585,0.041514773552876666,0.045719518111015316,-0.005326987982308625,-0.004059014831850306,-0.004355418941849703,0.45797691683412406,0.5139814335613585
7,-0.002925678372687767,0.022849006387108045,-0.004409156840055372,-0.006257564816133717,-0.007996995576258187,0.023118456064796157,1.0,0.007437386390517683,-0.0011204748760669009,0.013712405415432134,-0.006809858259063796,-0.006660621656892147,0.8582720782088632,-0.005079072455465747,0.8947351999790294,0.7108963165838926,0.008754500285044056,0.011944996684427422,0.006789657606083209,-0.0088930806280619,-0.0053604665542471095,-0.0007419412556413271,0.02520587211781105,0.02986252935117977
8,-0.006033997953002524,0.05833448416943669,0.016188630285219326,-0.0064551515366472936,-0.0028989041590703193,0.045968215363556005,0.007437386390517683,1.0,-0.008756610903848704,0.4942017468012964,0.024265542665932636,-0.00222599748601023,0.005889874704484063,0.001429684173639452,0.005654884160564876,0.0066242777788320766,-0.004666737101331097,0.7906048950359426,0.7384617749764326,-0.006450976395144348,0.016166932125247613,-0.0017083540618521968,0.06654866333199107,0.06918051615262001
9,0.8134073834026081,-0.007241329221675955,-0.003910488674242483,-0.0032468611580143748,-0.004149419758263725,-0.00435637238918805,-0.0011204748760669009,-0.008756610903848704,1.0,-0.007965438499881973,-0.003974232679258586,-0.0039816667600849134,0.004964918168130817,-0.004075132726229901,0.004407634204462552,0.0032445297945987335,0.48643565960620405,-0.007946611894480368,-0.00876309647467592,-0.005047886119398352,-0.004179805731941108,0.6425287048950101,-0.006898637218307808,-0.007889458696534917
10,-0.00506485928818124,0.053533440780593,0.008781730573432863,-0.005307716190912007,0.0007137619227441109,0.024690456543086128,0.013712405415432134,0.4942017468012964,-0.007965438499881973,1.0,0.011048616189417696,0.0007549035712909864,0.012967130269611785,0.007989621476431653,0.013956560560222797,0.015141622572101571,-0.002318512012583343,0.4384393982211892,0.4861578846551519,-0.0043535845354511805,0.011651541772515634,0.0006314137702690967,0.057495391296177895,0.054577636470952214
11,-0.004550076088873468,-0.006061182658227259,0.40386272912101334,-0.0029296448023903277,-0.003744020343455132,-0.004172495208803998,-0.006809858259063796,0.024265542665932636,-0.003974232679258586,0.011048616189417696,1.0,-0.0035926475882030306,-0.006926361384858902,0.2622130135415763,-0.0071440885374794445,-0.006221331432531805,-0.003340187600037854,0.0073616533499544605,0.018750225427475484,-0.004554688698130989,0.2862654371526456,-0.003975115606063496,-0.005378397612673155,-0.00654179379605891
12,-0.0045585874652780654,-0.007493277986721636,-0.0035350240326596644,0.2673021743046013,0.6273386978498456,-0.0077053292554850675,-0.006660621656892147,-0.00222599748601023,-0.0039816667600849134,0.0007549035712909864,-0.0035926475882030306,1.0,-0.0055649194667897325,-0.003683861158397455,-0.005830998360445478,-0.0057785418520640884,-0.003346425873096649,0.001091214473355719,-0.0013537198712073302,0.6988854891765564,-0.0037784803881103154,-0.00398255405040673,-0.007255051552983805,-0.007740947739542385
13,0.00225870134707401,0.02132352825082298,-0.00482322641711953,-0.0063551176352431606,-0.0072980418141482695,0.02339581318088771,0.8582720782088632,0.005889874704484063,0.004964918168130817,0.012967130269611785,-0.006926361384858902,-0.0055649194667897325,1.0,-0.005234601570344697,0.8940236981214537,0.7171422682380579,0.01334652186334532,0.010984095728686763,0.006077082823399544,-0.00805166049413223,-0.005519299409261544,0.005437786843217973,0.024539466183627234,0.029174841894845774
14,-0.004665595845298791,0.002861282469772777,0.2731953734826403,-0.0019265613204167667,-0.0038390817703974917,-0.0010798668793572516,-0.005079072455465747,0.001429684173639452,-0.004075132726229901,0.007989621476431653,0.2622130135415763,-0.003683861158397455,-0.005234601570344697,1.0,-0.005507235407798978,-0.005486675979539899,-0.003424998938681382,-0.001855221771166293,0.0027133954750321147,-0.004670324664089171,0.56880519811701,-0.004076035634143008,0.004320660540239956,0.00366548103745496
15,0.001444704819047049,0.02045438081474999,-0.0050780798762275915,-0.0064998658210410655,-0.007521118568120728,0.022445178751958925,0.8947351999790294,0.005654884160564876,0.004407634204462552,0.013956560560222797,-0.0071440885374794445,-0.005830998360445478,0.8940236981214537,-0.005507235407798978,1.0,0.7292939127782554,0.011982349566786867,0.010628390849056155,0.005898205093820538,-0.008336060604719045,-0.005793442166979411,0.004567896216183906,0.024077966628870587,0.029334079600968264
16,0.0028312669388092402,0.023391109182738526,-0.005967793510997144,-0.005821915377350417,-0.0066905763567536025,0.023807994696532307,0.7108963165838926,0.0066242777788320766,0.0032445297945987335,0.015141622572101571,-0.006221331432531805,-0.0057785418520640884,0.7171422682380579,-0.005486675979539899,0.7292939127782554,1.0,0.01415494892115405,0.011245095269048166,0.007556179985570045,-0.007674244071002309,-0.0057715816425768975,0.005870687521282361,0.02498086788461453,0.030146834819540478
17,0.5869933643729893,-0.006966847339537199,-0.003286613760648009,-0.0027288821284199307,-0.003487443086633058,-0.007164015490608585,0.008754500285044056,-0.004666737101331097,0.48643565960620405,-0.002318512012583343,-0.003340187600037854,-0.003346425873096649,0.01334652186334532,-0.003424998938681382,0.011982349566786867,0.01415494892115405,1.0,-0.0037851329435407326,-0.004750087080076376,-0.004242522226527279,-0.003512950117292847,0.48442198996565394,-0.0058359620858314445,-0.0063299841787288836
18,-0.009098027561088538,0.05527172120348117,0.001853263945654679,-0.005299651852010154,0.0007368277198112594,0.041514773552876666,0.011944996684427422,0.7906048950359426,-0.007946611894480368,0.4384393982211892,0.0073616533499544605,0.001091214473355719,0.010984095728686763,-0.001855221771166293,0.010628390849056155,0.011245095269048166,-0.0037851329435407326,1.0,0.666287767784083,-0.0043168563852562574,0.00294343010762396,-0.005357592537173957,0.06304824705159785,0.06705807729380789
19,-0.006512938186506631,0.06414415216632373,0.010834985040957435,-0.0064599312232475736,-0.00204688386899847,0.045719518111015316,0.006789657606083209,0.7384617749764326,-0.00876309647467592,0.4861578846551519,0.018750225427475484,-0.0013537198712073302,0.006077082823399544,0.0027133954750321147,0.005898205093820538,0.007556179985570045,-0.004750087080076376,0.666287767784083,1.0,-0.005920756987692836,0.011419028680591721,-0.002371399814896625,0.07435129072845875,0.07052610346497623
20,-0.0057792961430627975,-0.0025440195188461082,-0.004481634511453433,0.5080715867631661,0.6843132416290634,-0.005326987982308625,-0.0088930806280619,-0.006450976395144348,-0.005047886119398352,-0.0043535845354511805,-0.004554688698130989,0.6988854891765564,-0.00805166049413223,-0.004670324664089171,-0.008336060604719045,-0.007674244071002309,-0.004242522226527279,-0.0043168563852562574,-0.005920756987692836,1.0,-0.00479028828258107,-0.005049015674395356,-0.0019363857013101964,-0.0028627621356593406
21,-0.004785435687116294,-0.0032330771611428087,0.3270804274699082,-0.0019481116288412902,-0.003937675804323307,-0.004059014831850306,-0.0053604665542471095,0.016166932125247613,-0.004179805731941108,0.011651541772515634,0.2862654371526456,-0.0037784803881103154,-0.005519299409261544,0.56880519811701,-0.005793442166979411,-0.0057715816425768975,-0.003512950117292847,0.00294343010762396,0.011419028680591721,-0.00479028828258107,1.0,-0.0041807381047620825,-0.0020269425319014594,-0.0025237797866083066
22,0.7949619314941971,-0.005983107451101311,-0.002230855185145365,-0.0032475764101676415,-0.004150336731911062,-0.004355418941849703,-0.0007419412556413271,-0.0017083540618521968,0.6425287048950101,0.0006314137702690967,-0.003975115606063496,-0.00398255405040673,0.005437786843217973,-0.004076035634143008,0.004567896216183906,0.005870687521282361,0.48442198996565394,-0.005357592537173957,-0.002371399814896625,-0.005049015674395356,-0.0041807381047620825,1.0,-0.006318870158755724,-0.007241733966832951
23,-0.00765609182118393,0.8246789813952028,-0.0058416226953367165,-0.00011787697227645601,-0.0027665786397261046,0.45797691683412406,0.02520587211781105,0.06654866333199107,-0.006898637218307808,0.057495391296177895,-0.005378397612673155,-0.007255051552983805,0.024539466183627234,0.004320660540239956,0.024077966628870587,0.02498086788461453,-0.0058359620858314445,0.06304824705159785,0.07435129072845875,-0.0019363857013101964,-0.0020269425319014594,-0.006318870158755724,1.0,0.6661592215365321
24,-0.008574143102503082,0.6796407967112651,-0.005759427168740673,-0.0008195479887619262,-0.0035450410695705425,0.5139814335613585,0.02986252935117977,0.06918051615262001,-0.007889458696534917,0.054577636470952214,-0.00654179379605891,-0.007740947739542385,0.029174841894845774,0.00366548103745496,0.029334079600968264,0.030146834819540478,-0.0063299841787288836,0.06705807729380789,0.07052610346497623,-0.0028627621356593406,-0.0025237797866083066,-0.007241733966832951,0.6661592215365321,1.0
